음식id,칼로리,음식명,단백질,지방,탄수화물,당류,콜레스트롤
4628,301,와플_바나나생크림누텔라 와플,3.16,,,15.26,
4626,235,와플_바나나 와플,3.14,,45.28,12.58,
4629,245,와플_바닐라 아이스크림 와플,3.72,,,13.3,
4630,327,와플_바질 할라피뇨 크림치즈 크로플,5.26,,,10.53,
4631,219,와플_베리 아이스크림 크로플,3.81,,,12.38,
4632,336,와플_베리 크림치즈 크로플,5.26,,,16.84,
4633,304,와플_베리베리 와플,3.85,,47.69,17.69,
4634,243,와플_베리베리젤라또 와플,3.18,,40.45,17.27,
4635,243,와플_베리크런치 아이스크림 와플,2.38,,,21.43,
4636,172,와플_베이컨콘치즈 와플,7.36,,,3,
4638,369,와플_벨지움 와플,6.25,,,41.25,
4640,222,와플_불고기피자 와플,5.39,,,5.9,
4642,233,와플_브라운치즈 와플,3.93,,,7.34,
4645,340,와플_블루베리 크로플,4.84,,49.19,14.52,
4646,63,와플_블루베리 크림치즈 크로플,1.13,2.5,9.09,3.7,11.09
4647,261,와플_블루베리범벅 와플,2.92,,42.5,20.83,
4648,325,와플_블루베리생크림 와플,3.03,,,20,
4643,226,와플_블루베리 아이스크림 와플,1.95,,,19.51,
4649,190,와플_블루베리와플&젤라또,2.68,,,9.69,
4644,305,와플_블루베리 와플,3.33,,47.5,14.17,
4651,240,와플_블루베리젤라또 와플,3.33,,39.52,19.05,
4652,290,와플_블루베리크림치즈 와플,2.84,,,19.66,
4653,216,와플_사과 와플,3.39,,,13.29,
4655,272,와플_생딸기생크림 와플,3.21,,,8.56,
4658,281,와플_생크림 딸기 망고 와플,4.41,,,11.76,
4659,266,와플_생크림 딸기 와플,4.32,,,10.07,
4660,276,와플_생크림 망고 와플,4.2,,,12.59,
4661,384,와플_생크림 와플,5.68,,,12.5,
4662,376,와플_생크림 크로플,5.32,,,17.98,
4663,373,와플_생크림누텔라 와플,4.05,,,14.86,
4664,372,와플_스노우 와플,3.85,,49.23,16.15,
4665,188,와플_스페셜마마 와플,1.98,,,17.34,
4667,360,와플_시나몬 크로플,7,,,5,
4668,216,와플_시나몬카라멜 와플,3.1,,,9.05,
4669,254,와플_싸만코젤라또 와플,4.4,,41.6,19.6,
4671,253,와플_아몬드카라멜 아이스크림 와플,2.16,,,18.38,
4673,339,와플_아이스크림 크로플,5.56,,40.28,18.75,
4672,230,와플_아이스크림 와플,3.83,,,11.72,
4674,306,와플_애플생크림 와플,3.03,,,15.76,
4676,323,와플_애플시나몬와플,4.17,,,14.58,
4675,321,와플_애플시나몬 와플,3.08,,50.77,11.54,
4677,293,와플_오레오누텔라 와플,4.29,,30,13.81,
4678,293,와플_오레오누텔라젤라또 와플,4.29,,42.38,13.81,
4679,375,와플_오레오생크림 와플,3.82,,,14.65,
4680,165,와플_인절미 와플,4.56,,,5.08,
4682,301,와플_젤라또 크로플바,4.17,,,17.5,
4681,258,와플_젤라또 와플,3.68,,39.47,18.42,
4685,399,와플_체다치즈 크로플,11.11,,,7.53,
4688,418,와플_초코벌집 와플,4.95,,,19.8,
4689,284,와플_초코범벅젤라또 와플,3.33,,41.67,18.33,
4691,266,와플_초코아몬드 와플,6.48,,,8.43,
4692,205,와플_초코와플&젤라또,3,,,8.46,
4687,220,와플_초코 와플,4.32,,,9.75,
4693,248,와플_초코칩 와플,3.69,,,13.52,
4695,360,와플_초코카라멜 크로플,7,,,5,
4694,487,와플_초코카라멜 와플,5.11,,,43.78,
4698,281,와플_치즈범벅 와플,3.33,,37.92,19.58,
4699,388,와플_치즈케이크&크랜베리 와플,3.85,,53.08,25.38,
4700,287,와플_치즈케이크누텔라젤라또 와플,4.35,,40.87,20.43,
4697,383,와플_치즈 크로플,8.89,,,6.67,
4701,379,와플_카라멜 시나몬 크로플바,6.06,,,18.18,
4702,328,와플_카라멜월넛 와플,2.85,,,18.7,
4703,382,와플_카야 크로플,6.79,,,15.23,
4704,238,와플_카야잼 와플,3.89,,,13.53,
4705,193,와플_커스타드 와플,3.3,,,13.4,
4706,167,와플_콘치즈 와플,7.8,,,3.1,
4707,223,와플_콤비네이션 와플,5.6,,,5.9,
4709,334,와플_크런치딸기잼 와플,4.17,,58.33,22.5,
4710,260,와플_크런치딸기잼젤라또 와플,3.37,,43.75,17.79,
4712,360,와플_크로플,7,,,5,
4713,415,와플_크림 와플,4.55,,54.55,23.64,
4714,309,와플_크림젤라또 와플,3.18,,44.09,19.55,
4715,420,와플_크림치즈 와플,4.95,,,22.77,
4716,225,와플_크림치즈딸기 와플,3.58,,,12.88,
4717,251,와플_크림통팥 와플,4.99,,,13.51,
4718,275,와플_클래식 마롱 와플,3.62,,,17.29,
4719,259,와플_클래식 블루베리 와플,3.84,,,19.42,
4720,288,와플_클래식 플레인 와플,4.72,,,18.71,
4721,231,와플_토피넛 아이스크림 크로플,4.2,,,7.63,
4722,280,와플_토피넛 크로플,3.95,,,20.51,
4723,216,와플_통망고 와플,3.4,,,13.3,
4724,218,와플_통블루베리 와플,3.6,,,14.1,
4725,214,와플_통사과 와플,3.25,,,13.49,
4726,368,와플_트리플 치즈 크로플,7.68,,,7.32,
4727,332,와플_티라미수 와플,4.8,,,12,
4728,216,와플_파인애플 와플,3.4,,,13.7,
4729,292,와플_팥스노우 와플,5,,51.25,18.13,
4730,220,와플_페퍼로리 와플,5.3,,,5.9,
4732,324,와플_프레인 와플,3.85,,,16.92,
4733,207,와플_프렌치 아이스크림 와플,1.97,,,15.27,
4734,448,와플_플레인 와플,4.11,,,28.77,
4736,388,와플_플레인 크로플바,6.67,,,16.67,
4735,414,와플_플레인 크로플,7.81,,,12.5,
4738,373,와플_플레인와플,5.33,,,10.67,
4737,388,와플_플레인시나몬 크로플,6.38,,51.06,18.09,
4739,198,와플_플레인와플&젤라또,2.95,,,8.64,
4741,302,와플_허니브레드 와플,3.33,,50,20.83,
4573,266,와플_THE한 인절미 와플,3.15,,42.31,15.03,
4574,248,와플_THE한 초코 와플,3.33,,38.33,12.67,
4575,256,와플_THE한 티라미수 와플,3.36,,39.93,12.42,
4576,247,와플_THE한 플레인 와플,2.92,,39.29,13.96,
4589,227,와플_단팥 아이스크림 와플,2.9,,,16.91,
4600,240,와플_딸기잼 와플,2.5,,35,14.5,
4604,256,와플_땅콩딸기생크림 와플,4.86,,,7.84,
4606,255,와플_로투스 아이스크림 와플,2.91,,,13.37,
4608,264,와플_루비자몽생크림 와플,2.7,,,9.73,
4609,374,와플_루토스생크림 와플,4.08,,,14.97,
4610,423,와플_리얼빼빼로 와플,5.71,,,20,
4612,332,와플_말차티라미수 와플,4.8,,,12,
4613,220,와플_망고 아이스크림 와플,3.41,,,18.05,
4615,246,와플_망고잼 와플,2.5,,36,15.5,
4616,311,와플_망고크림치즈 와플,4.07,,,17.07,
4617,301,와플_맥치플 맥앤치즈피자 와플,8.13,,38.75,4.38,
4637,320,와플_베치플 베이직치즈피자 와플,13.22,,33.91,6.9,
4639,240,와플_복숭아잼 와플,2.5,,35,14,
4641,306,와플_불치플 불고기치즈피자 와플,13.75,,36.25,8.13,
4650,243,와플_블루베리잼 와플,2.5,,35.5,15,
4654,312,와플_사과생크림 와플,5.08,,,24.04,
4656,298,와플_생체리생크림 와플,3.64,,,10.91,
4657,392,와플_생초콜릿생크림 와플,3.85,,,17.03,
4666,425,와플_스프링클빼빼로 와플,5.56,,,22.22,
4670,421,와플_아몬드빼빼로 와플,5.26,,,21.05,
4683,300,와플_젤라또약과 와플,3.85,,47.01,16.24,
4684,285,와플_청포도생크림 와플,2.92,,,11.11,
4686,284,와플_체리크림치즈 와플,3.88,,,13.95,
4690,222,와플_초코생크림 와플,3.33,,,9.7,
4696,417,와플_초코퐁듀 와플,5,,,19,
4708,426,와플_쿠키빼빼로 와플,5.26,,,21.05,
4711,426,와플_크런키빼빼로 와플,5.26,,,21.05,
4731,299,와플_포테이토 와플,3.7,,,5.93,
4740,384,와플_피넛버터누텔라 와플,7.45,,,15.96,
4742,314,와플_호두고구마 와플,5.33,,48,14,
5024,295,찰떡빵_쑥떡쑥떡콩쑥이,7.14,,,15.48,
5025,316,찰떡빵_연유콩떡빵,6.32,,,28.42,
5026,285,찰떡빵_우리찹쌀모카찰떡빵,7,,,11,
5027,378,찰떡빵_울퉁불퉁왕찰떡빵,8.13,,,21.14,
5028,278,찰떡빵_쫀득찹쌀 브레드,7,,,17,
5029,274,찰떡빵_찹쌀고구마,4.8,8.1,45.5,14.8,
5021,283,찰떡빵_베이크치즈 크림치즈 찰떡,5,,43.33,18.33,
5022,342,찰떡빵_블루베리 크림치즈 찰떡,6.67,,36.67,18.33,
5023,283,찰떡빵_스트로베리 크림치즈 찰떡,5,,43.33,18.33,
5108,370,츄러스_스틱츄,5.14,16,51.43,12.57,
5111,484,츄러스_시나몬츄라이,5.56,26.67,55.56,12.78,
5112,457,츄러스_쌍쌍 츄로스,5.17,,,10.34,
5114,502,츄러스_어니언츄라이,6.11,30.56,50.56,6.67,
5121,400,츄러스_초코필링츄,5.58,17.21,55.81,20,
5124,355,츄러스_츄러스,5,15,50,11.25,
5129,367,츄러스_치즈스틱츄,5.14,15.43,52,13.71,
5130,355,츄러스_치즈츄러스,5,15,50,11.25,
5132,478,츄러스_케이준츄라이,6.11,26.67,53.33,8.33,
5101,398,츄러스_고구마 필링 롱츄,5.21,14.58,61.46,19.06,0
5102,322,츄러스_달콤 허니버터 스틱츄,4.9,10.8,50.83,13.8,0
5103,370,츄러스_레인보우 초코 링츄,6.71,11.59,59.39,18.41,0
5104,374,츄러스_바삭 후레이크 링츄,6.71,11.5,52.93,14.76,0
5105,304,츄러스_버터 갈릭 스틱츄,5.1,11.09,50.1,14.84,13.02
5106,356,츄러스_슈크림 필링 롱츄,5.51,14.59,51.02,14.59,10
5107,316,츄러스_스틱 츄러스,5.22,11.06,48.89,10.06,0
5109,325,츄러스_스페셜링츄 세트,5.7,10.34,52.19,13.11,0
5110,325,츄러스_스페셜스틱 세트,5.5,12.9,46.59,10.51,0
5113,406,츄러스_아몬드초코 링츄,9.11,12,57,16.67,0
5115,350,츄러스_오레오 롱츄,6.95,11.83,53.66,12.2,0
5116,325,츄러스_오레오 스틱츄,5.21,11.24,50.52,13.59,0
5117,356,츄러스_오레오 초코 링츄,1.71,11.1,56.95,16.59,0
5118,327,츄러스_오리지널 롱츄,4.79,13.56,46.3,10.68,0
5119,455,츄러스_오리지널 링츄,9.14,15.43,70,15.86,0
5120,347,츄러스_쫀듸기,7,5.49,67.32,18.59,0
5122,366,츄러스_초콜릿 스틱츄,5.56,15,52.18,16.16,0
5123,313,츄러스_초콜릿 필링 롱츄,4.27,10.1,51.75,22.14,0
5125,308,츄러스_츄러스 바바리안 크림,5.13,,,5.13,
5126,289,츄러스_츄로독,9.39,15.87,27.09,9.69,21.99
5127,334,츄러스_치즈 스틱츄,5.21,12.49,49.95,12.97,0.31
5128,327,츄러스_치즈 시즈닝 링츄,6.39,11.11,50.56,11.94,0
5131,273,츄러스_컵츄볶이,7.47,10.06,38.1,8.35,15.51
5133,320,츄러스_콘소메 스틱츄,5.36,12.4,50.83,13.49,0
5134,368,츄러스_크리미 인절미 링츄,8.31,12.89,55.42,12.77,1.33
5135,387,츄러스_크림치즈 필링 롱츄,5.51,18.06,50.41,13.27,19.39
5136,380,츄러스_톡톡 슈팅스타 링츄,7.22,12.15,60.25,20,2.03
5137,414,츄러스_흑임자 링츄,6.96,14.52,62.53,11.27,0
5138,264,치아바타_갈릭 고르곤 치아바타,13.78,,,7.11,
5139,233,치아바타_감자 치아바타,9.17,,,2.5,
5141,278,치아바타_미니 치아바타,10,,,4,
5143,223,치아바타_시금치 치아바타,8.65,,,4.86,
5144,243,치아바타_올리브 치아바타,2.5,,,0.83,
5145,285,치아바타_콘치즈 치아바타,8.33,,,2.22,
5146,243,치아바타_페페로니 치아바타,10,,,3.91,
5140,244,치아바타_데일리 치아바타,7.5,,,5,
5142,276,치아바타_블랙올리브치즈 치아바타,7.57,6.49,45.95,3.24,0
5163,345,치즈빵_깨알치즈감자볼,5.45,,,7.27,
5164,314,치즈빵_다시만난크림치즈,9.88,,,14.81,
5165,308,치즈빵_달콤한고르곤졸라,8.97,,,11.54,
5166,392,치즈빵_동글동글순치즈,8.49,,,18.87,
5167,373,치즈빵_먹물퐁당감자치즈,7.5,,,5.83,
5168,321,치즈빵_모짜렐라 치즈볼,10.71,,,14.29,
5169,367,치즈빵_모찌모찌치즈스틱,3,,,6.67,
5170,333,치즈빵_미니크림치즈호두빵,10,,,10,
5172,285,치즈빵_미엘 고르곤졸라,2.29,,,10.29,
5173,342,치즈빵_빙빙크림치즈,8.89,,,5.56,
5175,409,치즈빵_쉑쉑모찌볼 어니언,8.18,,,8.18,
5176,327,치즈빵_양파치즈브레드,8.54,16.26,35.77,6.1,12.2
5178,356,치즈빵_처음만난크림치즈,10,,,12,
5179,246,치즈빵_치즈 앤 치즈 블랑,10.95,,,4.29,
5180,316,치즈빵_치즈 퐁듀,4,,,8,
5182,353,치즈빵_치즈감자봉,6.32,,,7.37,
5183,308,치즈빵_치즈방앗간,5.77,,,9.62,
5184,263,치즈빵_치즈퐁듀,11.11,,,1.48,
5181,324,치즈빵_치즈 푸가스,11.2,10.4,46.3,2.4,
5185,336,치즈빵_카스타드화이트치즈볼,4.44,,,13.89,
5186,299,치즈빵_크랜베리애플크림치즈,6.1,,,10.98,
5187,371,치즈빵_크림치즈 살라망드,7.78,,,22.59,
5188,377,치즈빵_크림치즈월넛 브레드,9.58,,,10.78,
5189,328,치즈빵_크림치즈호두빵,9.44,,,10,
5191,266,치즈빵_트리플 치즈,10.7,,,3.26,
5194,298,치즈빵_파르메산,1.21,,,9.7,
5195,367,치즈빵_한조각씩크림치즈호두빵,10,,,7,
5196,350,치즈빵_햄치즈조리빵,8.57,,,10,
5198,357,치즈빵_화이트치즈볼,5.71,,,14.29,
5199,336,치즈빵_후라잉치즈감자볼,3.45,,,6.9,
5161,311,치즈빵_고다치즈와 체다치즈를 넣은 롤치즈빵,9.63,9.63,47.41,6.67,7.41
5162,294,치즈빵_고소짭짤 햄치즈브레드,10,12.5,35,3.75,12.5
5171,332,치즈빵_미니호두아몬드크림치즈빵,8.76,16.06,40.15,11.68,10.95
5174,346,치즈빵_순진크림치즈빵,7.41,,,16.05,
5177,350,치즈빵_쫀득치즈스틱,2.5,16.67,46.67,6.67,16.67
5190,286,치즈빵_톡톡콘치즈브레드,8.33,16.67,25,4.76,17.86
5192,294,치즈빵_트리플치즈캐슈넛,10.49,9.09,41.96,4.9,10.49
5193,270,치즈빵_트리플치즈캐슈넛&스위트콘크림치즈,8.77,10.96,33.77,6.14,30.7
5197,332,치즈빵_호두아몬드크림치즈빵,8.76,16.06,40.15,11.68,10.95
5219,326,카스텔라_민트초코 생크림 카스텔라,7.2,,,24.8,
5220,341,카스텔라_베리베리 카스텔라,6,,,6,
5221,332,카스텔라_부드러운 생크림 카스텔라,5.88,,,21.18,
5222,386,카스텔라_생크림 카스테라,10.83,,,35.83,
5224,315,카스텔라_우리 흑米 카스텔라,8,,,20.5,
5225,305,카스텔라_우리米 카스텔라,7,,,25,
5227,352,카스텔라_우유크림 카스테라,33.33,,,8.33,
5229,294,카스텔라_촉촉한 쌀카스테라 녹차,6.67,,,43.33,
5230,309,카스텔라_촉촉한 쌀카스테라 플레인,6.67,,,42,
5231,314,카스텔라_카스테라구마,4.76,,,12.38,
5232,284,카스텔라_카스텔라우유스틱 브레드,7,,,19,
5233,323,카스텔라_큐브 라이스 카스텔라,7.5,,,40,
5234,355,카스텔라_폭신한 생크림 카스텔라,5.45,,,16.36,
5235,352,카스텔라_폭탄 카스테라,33.33,,,33.33,
5236,368,카스텔라_플레인 카스테라,4.23,,,30.28,
5237,337,카스텔라_후레쉬카스텔라,6,,,27,
5223,349,카스텔라_생크림 카스텔라,5.36,20.54,35.71,21.43,168.75
5226,329,카스텔라_우유생크림 카스테라,5.71,18.1,37.14,21.9,100
5228,352,카스텔라_우유크림카스테라,6.67,,,33.33,
5817,357,케이크_11겹 작은 바움쿠헨 케이크,5.71,,,25.71,
5818,255,케이크_ITS 스윗콘 케이크,5.04,,,17.05,
5819,295,케이크_ITS 티라미수 케이크,4.17,,,12.08,
5821,386,케이크_The 촉촉 초콜릿 생크 림케이크,5.83,,,21.67,
5820,370,케이크_TWG밀크티파운드 케이크,4.35,,,24.64,
5822,350,케이크_가나슈초콜릿 케이크,4.44,26.67,41.11,11.11,61.11
5823,349,케이크_갸또쇼콜라 케이크,4.64,,,24.36,
5827,335,케이크_고구마건포도롤 케이크,8,,,14,
5828,244,케이크_고구마무스 케이크,3.33,,,12.22,
5829,243,케이크_고구마밀크생크림 케이크,4.45,,,27.94,
5830,220,케이크_고구마반생크림반 케이크,3,12,25,10,40
5831,236,케이크_고구마스틱 케이크,4.44,,,15.56,
5824,267,케이크_고구마 케이크,3.33,,,22.22,
5825,280,케이크_고구마 케이크 1호,3,,,24,
5826,263,케이크_고구마 케이크 3호,3,,,21,
5832,295,케이크_곰곰이너만생각해 케이크,4,,,16,
5833,398,케이크_귀여운 노랑치즈 케이크,6,,27.5,24.5,
5834,352,케이크_그뤼에르치즈무스 케이크,4.69,,,16.22,
5835,325,케이크_그린티 롤케이크,6.67,,,20.44,
5839,267,케이크_까망베르치즈 케이크 1호,5.83,,,25.17,
5840,267,케이크_까망베르치즈 케이크 2호,5.9,,,25.1,
5838,321,케이크_까망베르 케이크,5.33,,,24,
5842,449,케이크_너트 브라우니,5.88,25.88,48.24,41.18,101.18
5843,363,케이크_녹차바스크치즈 케이크,5.26,,,21.05,
5844,289,케이크_녹차티라미수 케이크,3.96,,,5.94,
5845,347,케이크_뉴욕 치즈 케이크,4.72,,,19.81,
5846,374,케이크_뉴욕슈치즈 케이크,7.1,,,17.9,
5847,353,케이크_뉴욕치즈 케이크,8,,,18.67,
5848,304,케이크_뉴욕치즈 케이크 케이크,4.9,,,20.59,
5849,375,케이크_다크초코 케이크,3.75,,,22.5,
5850,242,케이크_다크초콜릿 롤 케이크,4.55,,,24.55,
5851,375,케이크_다크초콜릿 케이크,3.75,15,,22.5,
5852,322,케이크_다크포레누아 케이크,5.22,7.57,,18.09,
5853,470,케이크_다크피칸브라우니,6,,,38,
5854,250,케이크_달콤 부드러운 호박고구마 케이크,3,,,12,
5855,324,케이크_달토끼의 당근 케이크,4.3,,,25,
5857,317,케이크_당근 치즈 케이크,4.64,,,23.84,
5860,290,케이크_당근 현무암 케이크,3.81,,,30.48,
5858,324,케이크_당근 케이크,4.2,,,25,
5862,338,케이크_더 진한 캐롯 케이크,4.62,,,13.85,
5863,378,케이크_더블베리숲 치즈 케이크,6.96,,,23.48,
5864,311,케이크_더블치즈 케이크,7.78,,,20,
5865,445,케이크_더블퍼지 케이크,4.76,,,35.71,
5866,210,케이크_더스퀘어 고구마 케이크,4,,,9.33,
5867,206,케이크_더스퀘어 딸기요거트 케이크,2.5,,,17.5,
5868,183,케이크_더스퀘어 딸기우유생크림 케이크,2,,,11.33,
5869,271,케이크_더스퀘어 딸기초코생크림 케이크,2.86,,,12.86,
5870,363,케이크_더스퀘어 라떼아트 케이크,4.17,,,14.17,
5871,300,케이크_더스퀘어 순수우유 케이크,4.55,,,13.64,
5872,425,케이크_데블스 초코 케이크,5,,,26,
5873,274,케이크_돌체티라미수 케이크,4.62,,,22.31,
5874,330,케이크_듀얼 치즈 케이크,7.06,,,13.96,
5875,265,케이크_듬뿍생딸기생크림 케이크,3,18,24,21,65
5877,223,케이크_딸기 크레이프 케이크,2.86,,,9.52,
5878,275,케이크_딸기&치즈 케이크,4,18,25,13,80
5879,309,케이크_딸기모찌 롤케이크,1.82,,,6.36,
5880,261,케이크_딸기생크림 케이크,3.42,,,23.08,
5881,245,케이크_딸기생크림 케이크 1호,2.95,,,18.51,
5882,240,케이크_딸기생크림 케이크 2호,2.73,,,19.31,
5884,337,케이크_딸기소보로컵 케이크,2.41,,,30.92,
5885,348,케이크_딸기쉬폰 케이크,5,,,21,
5889,237,케이크_딸기요거생크림 케이크,2.63,,,21.93,
5890,275,케이크_딸기우유생크림 케이크,3.33,,,15,
5891,239,케이크_딸기크레이프 케이크,4.8,,,14.3,
5892,265,케이크_딸기티라미수 케이크,1.77,,,22.57,
5893,311,케이크_딸기포레누아 케이크,4.38,,33.13,18.75,
5896,274,케이크_떠먹는 유자 티라미수 케이크,3.5,,,12.3,
5897,340,케이크_떠먹는 커피쿠키 케이크,3.96,,,10.89,
5898,271,케이크_떠먹는 쿠키앤크림 케이크,2.97,,,14.85,
5899,314,케이크_떠먹는 티라미수 케이크,4.26,,,8.91,
5900,250,케이크_떠먹는고구마밀크생크림 케이크,4.4,,,26.37,
5901,279,케이크_떠먹는딸기레어치즈 케이크,4.29,,,20.86,
5902,265,케이크_떠먹는블루베리요거트생크림 케이크,3.24,,,17.84,
5903,289,케이크_떠먹는스트로베리초콜릿생크림 케이크,3.76,,,17.37,
5904,339,케이크_떠먹는아이스박스 케이크,3.68,,,16.84,
5905,319,케이크_떠먹는티라미수 케이크,6.6,,,22,
5906,340,케이크_라운드 쇼콜라 케이크,5.59,,,21.74,
5907,428,케이크_라즈베리 쇼콜라 케이크,4.8,,,32.8,
5908,323,케이크_레드벨벳 요거트 롤케이크,5.78,,,23.52,
5910,408,케이크_레드벨벳 크림치즈 케이크,3.2,,,28.8,
5909,278,케이크_레드벨벳 케이크,2.61,,,21.57,
5911,437,케이크_레드벨벳크림치즈 케이크,4.3,,,24.6,
5912,225,케이크_레몬 마스카포네 케이크,4.17,,,20.83,
5913,431,케이크_레몬 슈가 파운드 케이크,5.6,21.6,54.4,35.2,76
5915,404,케이크_레몬 파운드 케이크,4,,,21.6,
5916,375,케이크_레몬치즈 케이크,6.88,,,18.13,
5917,364,케이크_레이어 초코 케이크,4.35,,,15.22,
5918,316,케이크_레인보우 케이크,4.6,,,20.5,
5920,303,케이크_리모네 케이크,3.36,,,17.65,
5922,321,케이크_리얼브라우니,4.29,,,28.57,
5923,250,케이크_리얼생크림 케이크 2호,3.13,,,18.6,
5924,333,케이크_리치 가나슈 케이크,6.06,,,24.24,
5925,233,케이크_마스카포네 생크림 믹스드베리 케이크,2.53,,,24.46,
5927,280,케이크_마스카포네 티라미수 케이크,4.71,,,16.47,
5928,231,케이크_마스카포네생크림 케이크 자몽/오렌지,1.94,,,6.85,
5930,286,케이크_마스카포네티라미수 케이크,5.51,,,15.25,
5932,299,케이크_마이투썸하트 케이크,4.82,,,22.48,
5933,336,케이크_마카롱 케이크,5.1,,,26.7,
5934,394,케이크_말렌카 케이크 월넛,6.5,20,47,36,52
